SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,LB_BasinGIS_km2,LB_DevelopedHigh2011,LB_DevelopedMed2011,LB_DevelopedLow2011,LB_DevelopedOpen2011,LB_BarrenLand2011,LB_DeciduousForest2011,LB_EvergreenForest2011,LB_MixedForest2011,LB_GrasslandHerb2011,LB_ShrubScrub2011,LB_CultivatedCrops2011,LB_PastureHay2011,LB_WoodyWetlands2011,LB_EmerHerbWetlands2011,LB_OpenWater2011,LB_SumAreaNLCD2011,LB_Canopy2011,LB_Imperviousness2001,LB_Imperviousness2006,LB_Imperviousness2011,LB_Dev_CommServices2012,LB_Dev_IndusMilitary2012,LB_Dev_MajorTransp2012,LB_Dev_Other2012,LB_Dev_Recreation2012,LB_Dev_ResidHigh2012,LB_Dev_ResidLowMed2012,LB_SemiDev_AnthroOth2012,LB_SemiDev_UrbHigh2012,LB_SemiDev_UrbLowMed2012,LB_Prod_Crops2012,LB_Prod_GrazingPot2012,LB_Prod_Mining2012,LB_Prod_PastureHay2012,LB_LowUse2012,LB_VeryLowUse_Conserv2012,LB_Water2012,LB_Wetlands2012,LB_SumAreaNWALT2012,LB_Dense_Urban,LB_Total_Urban,LB_CSQA_Total_Urban,LB_Extended_Urban,LB_Crops,LB_Total_Ag,LB_Total_Developed,LB_Total_Low_Use,LB_LU_cat_calc,LB_LU_cat,LB_Major_LU,LB_GolfCourseArea,LB_UrbanAge_mean,LB_UrbanAge_PCT_1940,LB_UrbanAge_PCT_1950,LB_UrbanAge_PCT_1960,LB_UrbanAge_PCT_1970,LB_UrbanAge_PCT_1980,LB_UrbanAge_PCT_1990,LB_UrbanAge_PCT_2000,LB_UrbanAge_PCT_2010,LB_UrbanAge_PCT_NonUrban,LB_UrbanAge_SUM_AREA,LB_DamDensity2016,LB_DamMajDensity2016,LB_DamNIDstorage2016,LB_DamNORMALstorage2016,LB_DamNumMajDams2016,LB_NumDams2016,LB_BaseFlowIndex,LB_DunneOverlandFlow,LB_HortonOverlandFlow,LB_IndexSubsFlowContact,LB_TopogWetnessIndex,LB_Runoff2016,LB_Runoff2017,LB_Stream_Ephemeral,LB_Stream_Intermittent,LB_Stream_Perennial,LB_Stream_StreamRiver,LB_StreamDensity,LB_N_AtmosphDepos2016,LB_N_AtmosphDepos2017,LB_N_FertFarm2012,LB_N_FertNonFarm2012,LB_N_Manure2012,LB_N_NPDES_2012,LB_NumFacilities2012,LB_NumMajorFacilities2012,LB_P_FertFarm2012,LB_P_FertNonFarm2012,LB_P_Manure2012,LB_P_NPDES_2012,LB_Total_N,LB_Total_P,LB_AdjHouseIncome_mean,LB_HousingDensity2000,LB_HousingDensity2010,LB_PopDensity1990,LB_PopDensity2000,LB_PopDensity2010,LB_RoadDensity2016,LB_RoadDensity2017,LB_DepthToWaterTable,LB_AvailWaterCapacity,LB_BulkDensity,LB_KfactorUpperHorizon,LB_OrganicMatter,LB_Permeability,LB_SandContent,LB_SiltContent,LB_ClayContent,LB_RainfallErosivity,LB_SoilLoss_Afactor,LB_SoilThickness,LB_SRL25Agland,LB_Elev_MeanWatershed,LB_Slope,LB_TRI_NumOfChems2010,LB_TRI_NumOfFacil,LB_TRI_NumOfSuperFund,LB_TRI_SumLbs2010
01513725,T01513725,NY_Nanticoke,NESQA,NANTICOKE CREEK AT AMES ROAD NEAR MAINE NY,27.311,0.00,0.00,0.64,2.76,0.01,34.43,7.61,20.99,0.13,0.72,8.13,21.64,2.33,0.52,0.09,27310578.50,47.27,0.43,0.43,0.43,0.04,0.00,0.54,0.65,0.00,0.00,0.16,0.00,0.00,5.75,8.41,0.17,0.00,21.79,62.42,0.00,0.08,0.00,27320400,0.58,1.38,1.38,7.13,8.41,30.37,37.50,62.50,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,27320000,,,,,,,44.405,2.441,4.905,91.779,8.633,334.100,,,0.45,0.46,0.00,1.399,3.446,,3339.866,633.670,17161.920,,,,555.172,63.558,3738.293,,1118.502,159.534,54.858,11.256,13.266,32.167,31.270,32.672,3.112,,2.983,0.132,1.322,0.247,2.075,1.593,21.84,61.82,16.34,812.979,74.131,49.893,4.594,363.650,11.648,,,,
01513820,T01513820,NY_Apalachin,NESQA,APALACHIN CREEK AT APALACHIN NY,27.284,0.02,0.11,1.08,3.41,0.00,22.63,13.82,23.42,2.58,0.84,2.57,27.31,1.74,0.18,0.30,27294379.52,49.74,0.62,0.62,0.63,0.20,0.00,0.69,0.58,0.00,0.00,2.02,0.00,3.74,21.24,2.59,0.21,0.00,27.76,40.65,0.00,0.33,0.00,27270000,0.88,7.22,3.49,28.46,2.59,30.56,59.02,40.98,Mixed,Mixed,Mixed,,1948,6.50,0.00,10.51,0.29,0.00,0.00,0.00,0.00,82.70,27220000,,,,,,,40.359,3.000,1.701,188.139,9.332,334.100,,,0.54,0.18,0.00,1.149,3.484,,5675.800,373.113,18466.865,,,,943.447,37.424,3852.025,,1246.957,177.130,65.512,25.308,27.821,73.926,69.962,69.220,2.074,,3.448,0.120,1.353,0.254,1.788,2.651,25.55,58.09,16.36,800.590,62.280,51.552,0.723,354.016,11.946,,,,
01531250,T01531250,PA_NBSugar,NESQA,"NB Sugar Creek Trib near Columbia Cross Roads, PA",15.841,0.00,0.05,0.34,4.01,0.19,33.55,1.78,6.54,0.00,0.76,13.08,37.15,1.79,0.69,0.06,15847101.09,35.84,0.39,0.39,0.39,0.07,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,13.53,1.84,0.00,38.54,45.52,0.00,0.09,0.00,15832800,0.07,0.48,0.48,0.48,13.53,53.91,54.39,45.61,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,15820000,,,,,,,35.000,2.000,2.748,80.508,8.305,322.198,,,0.00,0.99,0.00,0.977,3.235,,8165.844,104.018,20775.283,,,,1063.267,14.654,4530.949,,2156.983,354.071,46.904,4.668,5.741,10.385,11.514,13.076,3.858,,2.933,0.116,1.404,0.240,1.301,1.109,25.27,56.46,18.27,793.849,184.886,51.637,28.864,448.357,13.754,,,,
0422026250,T0422026250,NY_Northrup,NESQA,NORTHRUP CREEK AT NORTH GREECE NY,7.970,0.44,1.58,3.54,14.16,1.20,36.71,0.11,5.07,2.56,2.00,7.06,16.81,7.95,0.81,0.00,7968097.74,49.99,2.06,2.50,3.23,0.54,0.00,1.76,0.00,8.36,0.00,7.46,0.00,0.00,45.57,6.78,0.09,0.00,17.31,12.12,0.00,0.00,0.00,7963200,2.31,18.13,18.13,63.70,6.78,24.19,87.88,12.12,Urban_low,Urban_low,Urban,0.518,1973,0.00,0.00,6.65,1.63,82.18,0.13,0.00,0.00,9.41,7970000,,,,,,,50.835,1.933,5.315,836.216,10.831,328.700,,,0.28,0.67,0.00,1.301,3.139,,8709.095,2055.836,1140.991,,,,1447.667,206.206,239.268,,1807.733,237.534,61.662,58.781,57.387,129.006,140.043,130.383,8.652,,3.264,0.129,1.454,0.305,1.445,2.455,32.85,50.53,16.62,660.404,7.232,54.513,16.663,114.180,1.646,,,,
04229700,T04229700,NY_Spring,NESQA,SPRING BROOK AT MORAN CORNER NY,12.308,0.02,0.18,1.02,4.18,7.58,5.66,0.10,2.19,0.20,2.35,39.60,34.50,1.24,1.08,0.11,12313923.80,12.70,0.74,0.74,0.74,0.64,0.09,0.00,0.29,0.00,0.00,1.37,0.00,0.00,5.82,41.35,0.41,7.66,35.15,7.16,0.00,0.06,0.00,12319200,0.73,2.40,2.40,8.21,41.35,76.91,85.13,7.22,Ag_high,Ag_high,Ag,,1952,1.06,0.00,5.76,0.00,0.00,0.00,0.00,0.00,93.18,12320000,,,,,,,52.929,2.000,3.033,590.443,10.383,321.600,,,0.37,0.62,0.00,1.467,3.267,,30332.413,343.302,23835.148,,,,5041.992,34.432,4578.794,,4755.588,784.465,50.501,15.523,18.346,37.645,38.304,41.734,4.175,,3.400,0.139,1.480,0.317,1.911,1.181,26.28,52.40,21.32,673.530,29.747,51.787,4.158,220.338,3.106,,,,
04232050,T04232050,NY_Allen,NESQA,ALLEN CREEK NEAR ROCHESTER NY,27.057,2.45,7.96,18.88,52.46,0.08,4.81,0.75,5.37,0.58,0.44,0.00,2.62,2.75,0.07,0.77,27054094.67,43.87,15.44,16.11,16.70,8.98,1.22,10.71,0.65,9.52,20.34,30.74,0.00,13.99,0.01,0.00,0.00,0.00,2.46,0.51,0.00,0.82,0.04,27064800,20.91,96.16,82.16,96.17,0.00,2.46,98.63,1.37,Urban_high,Urban_high,Urban,2.305,1935,94.80,0.33,0.00,0.00,0.00,0.00,0.00,0.00,4.87,27090000,,0.000,56.466,39.297,0.000,3.000,51.095,2.000,2.000,243.107,10.464,272.800,,,0.21,0.70,0.00,1.143,3.624,,3340.702,28641.123,437.670,,,,555.307,2872.778,91.780,,1560.563,130.092,90.086,346.127,361.648,863.749,862.381,892.135,15.773,,2.826,0.128,1.379,0.332,1.644,3.759,32.63,48.47,18.90,681.746,15.256,34.752,3.928,140.151,3.160,0,1,,0.000
04233300,T04233300,NY_Sixmile,NESQA,SIXMILE CREEK AT BETHEL GROVE NY,26.666,0.02,0.15,0.64,3.59,0.92,32.78,3.54,20.30,1.02,7.26,3.28,22.68,3.01,0.53,0.27,26666219.12,48.88,0.53,0.53,0.53,0.07,0.27,1.01,1.01,0.00,0.00,1.15,0.23,0.00,24.16,3.27,0.39,0.90,22.91,44.15,0.00,0.24,0.23,26668800,1.35,3.51,3.51,27.90,3.27,26.57,54.47,44.63,Mixed,Mixed,Mixed,,1960,2.48,0.00,0.00,2.74,3.12,0.00,0.00,0.00,91.66,26610000,,,,,,,45.819,2.000,2.297,39.214,9.002,385.700,,,0.60,0.17,0.00,1.309,3.668,,8262.781,789.414,18929.397,,,,1373.471,79.188,3733.323,,1416.099,194.477,62.894,26.304,28.783,59.439,60.197,63.068,3.827,,3.381,0.121,1.356,0.271,1.846,3.310,26.21,56.59,17.19,813.504,89.066,50.458,0.707,354.822,10.569,,,,
04240105,T04240105,NY_Harbor,NESQA,"HARBOR BROOK AT HIAWATHA BOULEVARD, SYRACUSE NY",16.407,6.43,15.39,34.04,20.54,0.07,13.81,0.30,1.75,1.22,3.07,0.16,1.99,0.41,0.25,0.58,16396066.49,22.16,28.07,28.37,28.56,14.30,1.14,3.82,0.64,8.48,29.26,18.19,0.00,19.86,1.52,0.00,0.00,0.00,2.09,0.11,0.00,0.61,0.00,16390800,19.26,95.67,75.82,97.19,0.00,2.09,99.28,0.72,Urban_high,Urban_high,Urban,0.738,1935,86.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.72,16400000,,0.000,41.876,27.817,0.000,2.000,61.746,2.000,0.385,640.114,10.836,385.700,,,0.14,0.66,0.00,0.706,4.629,,914.973,10579.428,1394.264,,,,152.091,1061.161,299.212,,1248.497,92.185,46.886,574.144,591.156,1396.435,1259.573,1273.381,13.953,,2.593,0.131,1.368,0.340,1.784,3.510,30.43,48.72,20.85,865.014,54.230,26.473,0.806,164.932,7.040,0,4,,0.000
04240253,T04240253,NY_Geddes,NESQA,GEDDES BROOK AT FAIRMOUNT NY,13.717,3.62,7.75,37.63,18.00,0.28,15.65,0.62,1.94,0.18,3.77,5.74,3.58,0.66,0.53,0.05,13708835.87,22.80,21.12,21.71,22.11,9.42,0.66,6.24,0.39,5.66,22.53,21.32,0.00,11.30,10.10,6.08,0.10,0.03,3.65,2.49,0.00,0.03,0.00,13726800,16.31,77.52,66.22,87.62,6.08,9.83,97.46,2.52,Urban_high,Urban_high,Urban,0.471,1936,68.71,0.00,2.70,1.82,0.00,0.00,0.00,0.00,26.77,13710000,,,,,,,62.229,2.000,0.473,480.132,10.634,385.700,,,0.00,0.92,0.00,0.450,4.735,,3183.483,8007.064,4851.087,,,,529.173,803.142,1041.055,,1643.015,173.026,56.342,364.836,383.790,906.025,867.440,860.735,12.996,,2.643,0.136,1.346,0.341,1.887,3.523,30.55,48.20,21.25,860.816,64.898,28.011,1.275,183.101,7.130,,,,
04245840,T04245840,NY_Scriba,NESQA,SCRIBA CREEK NEAR CONSTANTIA NY,15.746,0.00,0.01,0.12,1.01,0.07,18.43,25.42,2.87,0.41,34.13,1.76,1.23,12.83,0.99,0.74,15746307.44,62.05,0.11,0.11,0.11,0.00,0.00,0.00,0.62,0.00,0.00,0.02,0.00,0.00,0.21,1.79,0.05,0.00,1.19,90.89,0.00,0.60,4.65,15721200,0.00,0.64,0.64,0.85,1.79,3.02,3.87,96.13,Undeveloped,Undeveloped,Undeveloped,,1945,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,99.81,15790000,,,,,,,57.000,2.000,0.140,263.632,10.683,401.700,,,0.00,0.75,0.00,1.364,5.395,,773.161,90.259,518.912,,,,128.518,9.053,119.750,,627.262,16.342,41.134,11.378,11.774,27.676,31.690,29.896,1.979,,3.217,0.100,1.367,0.193,5.211,9.284,63.56,31.09,5.35,961.297,2.963,60.000,0.012,145.648,3.290,,,,
405242073521001,T405242073521001,NY_Bronx,NESQA,BRONX RIVER AT WOODLAWN CEMETERY AT BRONX NY,14.722,26.81,41.53,15.85,8.43,0.00,0.45,4.43,0.04,0.00,0.00,0.00,0.00,0.07,0.00,2.39,14714972.45,14.11,56.07,56.63,57.78,11.79,4.57,9.37,0.88,11.62,52.86,1.27,0.00,5.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.47,0.00,14716800,25.73,97.53,92.37,97.53,0.00,0.00,97.53,2.47,Urban_high,Urban_high,Urban,0.132,1935,72.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.85,14760000,,6.792,234.592,234.592,1.000,1.000,43.874,3.323,7.727,152.248,9.702,342.100,,,0.00,0.00,0.00,1.260,3.636,,0.000,15421.203,0.000,,,,0.000,1546.772,0.000,,1411.115,105.063,31.292,3445.510,3628.721,8102.404,8854.558,9084.250,23.913,,2.491,0.117,1.454,0.272,0.899,2.620,39.73,49.44,10.83,1652.128,25.079,22.665,-9999.000,45.943,4.970,0,5,,0.000
405409073485501,T405409073485501,NY_Hutchinson,NESQA,HUTCHINSON RIVER AT COLONIAL AVE AT PELHAM NY,11.561,5.02,20.69,36.54,33.18,0.07,2.25,0.30,0.00,0.00,0.00,0.00,0.10,1.30,0.00,0.56,11566970.89,36.00,32.18,32.38,32.89,9.61,2.56,13.05,0.22,9.71,53.21,6.96,0.00,3.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.22,11534400,25.22,99.25,95.32,99.25,0.00,0.00,99.25,0.75,Urban_high,Urban_high,Urban,0.443,1935,91.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.17,11500000,,0.000,60.919,27.419,0.000,3.000,44.085,4.000,7.619,98.578,9.839,342.100,,,0.00,0.71,0.00,0.552,3.715,,23.111,17646.580,31.025,,,,3.842,1770.009,6.278,,1902.535,153.970,92.245,1162.797,1256.959,3012.740,3085.847,3144.399,18.848,,2.231,0.121,1.441,0.267,0.935,2.367,40.81,49.04,10.15,1657.657,50.458,22.500,0.000,33.104,5.049,0,1,,0.000
405708073440301,T405708073440301,NY_Mamaroneck,NESQA,MAMARONECK RIVER AT WARD AVE AT MAMARONECK NY,25.835,2.75,11.04,24.15,42.49,0.00,15.11,2.99,0.18,0.00,0.04,0.00,0.00,0.75,0.00,0.49,25834671.53,42.81,20.27,20.40,20.65,7.13,1.45,7.97,0.20,14.33,17.01,32.58,0.00,18.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,25797600,16.55,99.50,80.67,99.50,0.00,0.00,99.50,0.50,Urban_high,Urban_high,Urban,2.797,1938,80.22,0.00,16.76,0.00,0.00,0.00,0.00,0.00,3.02,25840000,,0.000,37.909,22.153,0.000,4.000,45.071,4.000,7.840,113.566,9.636,342.100,,,0.14,0.47,0.00,1.370,3.745,,0.000,33942.983,0.000,,,,0.000,3404.591,0.000,,1688.340,131.782,133.517,378.099,390.375,1003.640,1082.458,1095.166,12.377,,3.090,0.129,1.405,0.235,0.907,2.372,45.42,47.30,7.29,1654.340,51.285,26.936,10.383,40.534,5.649,0,6,,0.000
411844074085601,T411844074085601,NY_Ramapo,NESQA,RAMAPO RIVER AT RIVER ROAD AT HARRIMAN NY,23.433,1.99,7.94,14.27,31.32,0.00,29.85,0.08,3.41,0.16,0.68,0.54,0.98,7.40,0.02,1.37,23436322.71,45.30,9.42,11.00,13.20,8.94,0.60,1.65,1.05,4.94,11.71,26.25,0.00,3.40,34.98,0.45,0.02,0.00,0.98,2.85,0.00,1.43,0.75,23392800,11.19,58.54,55.14,93.52,0.45,1.45,94.97,5.03,Urban_med,Urban_med,Urban,0.697,1954,33.93,9.55,11.38,14.19,2.34,0.38,4.90,5.50,17.82,23460000,,0.000,4.895,4.527,0.000,2.000,43.483,3.000,4.956,202.458,9.248,354.064,,,0.00,0.74,0.07,1.305,3.574,,641.980,9674.885,576.287,11683.628,1,,106.713,970.419,111.414,370.476,822.218,50.720,77.785,265.323,368.461,734.965,1073.027,1406.817,12.726,,2.993,0.117,1.488,0.230,1.144,1.003,22.32,68.62,9.05,1489.072,64.179,47.793,1.747,217.310,7.871,,,,
411959073522901,T411959073522901,NY_Peekskill,NESQA,PEEKSKILL HOLLOW CREEK AT LAKE PEEKSKILL NY,29.765,1.00,4.69,9.32,24.00,0.00,51.76,2.39,0.46,0.02,0.38,0.00,0.98,3.31,0.22,1.46,29750324.71,64.79,6.93,7.69,8.29,3.03,0.07,2.50,0.76,1.06,3.82,27.09,0.00,12.05,43.56,0.00,0.02,0.00,0.98,1.29,0.00,1.51,2.25,29793600,5.61,50.39,38.34,93.95,0.00,1.00,94.95,5.05,Urban_med,Urban_med,Urban,,1955,36.08,2.52,12.18,23.26,0.00,0.00,12.35,0.00,13.60,29710000,,0.000,18.897,9.780,0.000,1.000,48.312,3.000,2.730,61.645,8.720,264.800,,,0.00,0.84,0.02,1.277,3.511,,295.538,15086.836,559.050,,,,49.126,1513.251,108.296,,886.661,56.129,78.834,134.259,155.242,320.845,387.828,422.675,7.603,,3.613,0.125,1.407,0.232,1.751,4.273,47.57,45.81,6.62,1511.724,99.607,50.195,1.776,136.911,12.520,,,,
412715074030101,T412715074030101,NY_Silver,NESQA,SILVER STREAM AT VAILS GATE NY,14.335,2.69,9.78,12.06,17.65,0.00,16.46,1.81,11.79,0.77,0.26,5.64,1.16,9.80,0.33,9.80,14340596.05,42.49,8.65,11.83,13.76,7.42,4.17,5.26,0.30,0.55,4.00,19.91,0.00,10.54,20.97,5.83,0.13,0.00,1.13,5.56,0.00,9.73,4.50,14317200,16.85,52.15,41.61,73.12,5.83,7.09,80.21,19.79,Urban_med,Urban_med,Urban,,1966,6.67,6.74,23.70,0.00,17.58,23.00,0.00,0.00,22.31,14390000,,0.000,880.333,414.138,0.000,2.000,44.884,4.000,4.780,553.257,10.273,359.900,,,0.00,0.75,0.00,0.833,3.479,,1783.095,4360.883,1600.634,,,,296.395,437.409,309.451,,888.175,72.776,80.057,107.578,145.581,260.784,274.501,368.081,15.664,,2.888,0.117,1.493,0.232,1.152,0.947,21.87,69.10,9.03,1365.926,23.414,48.628,2.185,108.338,5.780,,,,
413020074022001,T413020074022001,NY_Gidneytown,NESQA,GIDNEYTOWN CREEK AT RT 52 AT NEWBURGH NY,6.643,2.13,8.80,12.70,28.18,0.27,30.14,0.18,6.70,0.26,0.12,1.41,0.00,9.11,0.00,0.00,6646081.07,53.60,9.91,11.36,13.37,10.15,2.06,3.69,0.43,0.22,1.79,33.28,0.00,29.97,14.06,1.36,0.00,0.00,0.00,0.33,0.00,0.00,2.66,6631200,15.91,81.60,51.63,95.66,1.36,1.36,97.01,2.99,Urban_high,Urban_high,Urban,,1951,43.47,0.00,31.61,0.00,22.49,0.00,0.00,0.00,2.43,6580000,,,,,,,46.145,4.000,4.000,448.000,10.570,359.900,,,0.00,0.99,0.00,1.022,3.161,,170.757,2545.584,153.284,,,,28.384,255.329,29.634,,748.005,47.167,78.030,192.143,220.049,471.794,532.713,583.839,15.293,,4.219,0.133,1.507,0.276,0.944,1.341,27.23,61.54,11.23,1348.445,70.647,48.663,0.636,108.617,7.749,2,3,,2306.000
413453076041101,T413453076041101,PA_LMehoopany,NESQA,LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA,8.548,0.00,0.00,0.18,2.61,0.00,22.20,19.35,30.87,0.37,1.44,13.06,7.83,0.98,0.05,1.05,8542261.55,66.84,0.20,0.20,0.20,0.00,0.00,0.00,0.76,0.00,0.00,0.00,0.00,0.00,0.00,13.27,0.13,0.00,8.39,76.19,0.00,1.26,0.00,8542800,0.00,0.76,0.76,0.76,13.27,21.79,22.55,77.45,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,8580000,,0.000,35.640,21.211,0.000,1.000,41.000,1.943,1.998,73.284,8.970,322.300,,,0.00,0.95,0.00,0.784,3.513,,1961.485,52.269,2622.292,,,,255.404,7.363,604.478,,893.664,101.451,48.283,8.435,8.932,19.509,17.387,21.801,3.108,,2.934,0.117,1.400,0.240,1.326,1.155,25.25,56.55,18.20,934.639,77.096,51.711,0.045,310.640,14.979,,,,
413735076162701,T413735076162701,PA_SugarRun,NESQA,SUGAR RUN NEAR WILMOT PA,26.861,0.00,0.00,0.20,3.73,0.41,29.65,18.73,20.02,0.10,1.02,13.67,5.80,5.76,0.69,0.23,26865106.58,61.87,0.29,0.29,0.29,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,14.19,0.31,0.00,6.04,78.42,0.00,0.25,0.17,26859600,0.00,0.60,0.60,0.60,14.19,20.55,21.15,78.85,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,26940000,,0.000,10.837,4.408,0.000,1.000,39.076,1.015,4.000,159.016,8.930,322.300,,,0.16,0.78,0.00,1.255,3.675,,5377.304,157.432,13680.767,,,,700.174,22.178,2983.683,,1082.841,137.969,54.215,4.644,5.973,7.671,8.182,9.978,3.341,,3.068,0.106,1.467,0.248,0.693,0.965,28.24,53.04,18.71,908.192,44.278,51.900,41.103,348.278,10.864,0,1,,0.000
413758073552401,T413758073552401,NY_Casper,NESQA,CASPER CR AT BRIDGEWATER RD NR WAPPINGERS FALLS NY,11.018,3.46,13.04,15.91,35.58,0.00,21.68,1.91,0.67,0.20,2.16,0.00,2.98,1.95,0.26,0.21,11010805.94,46.35,16.42,17.29,19.06,7.67,0.26,2.25,1.47,11.16,1.63,43.64,0.00,27.45,0.00,0.00,0.00,0.00,3.00,0.26,0.00,0.20,1.01,11030400,10.18,95.53,68.08,95.53,0.00,3.00,98.53,1.47,Urban_high,Urban_high,Urban,1.213,1940,52.59,23.02,9.74,0.00,0.00,0.00,0.00,0.00,14.65,10990000,,,,,,,50.953,3.000,4.531,180.847,9.260,359.900,,,0.00,0.85,0.00,0.855,3.229,,472.685,4505.968,503.787,948.532,1,,78.572,451.953,110.872,39.828,820.527,58.216,88.021,174.395,181.124,484.052,484.006,474.078,13.094,,4.521,0.125,1.413,0.275,1.173,2.956,34.49,52.90,12.61,1308.620,34.912,36.780,6.741,51.699,6.965,,,,
414904073575201,T414904073575201,NY_BlackEsopus,NESQA,BLACK CREEK ABOVE RT 9W BRIDGE AT ESOPUS NY,24.992,0.03,0.14,0.85,4.10,0.03,51.35,8.20,16.72,0.10,1.02,0.92,4.88,10.96,0.48,0.20,25000424.12,72.37,0.53,0.55,0.57,0.09,0.00,1.38,0.32,0.00,0.00,1.24,0.00,0.00,38.43,0.95,0.12,0.00,4.84,47.56,0.00,0.19,4.88,24984000,1.47,3.03,3.03,41.46,0.95,5.91,47.36,52.64,Urban_low,Urban_low,Urban,,1975,0.00,0.00,0.00,0.00,0.88,0.00,0.00,0.00,99.12,25040000,,,,,,,47.498,3.588,2.670,140.376,9.202,375.806,,,0.19,0.69,0.00,1.453,3.451,,2205.625,574.089,1943.990,,,,366.627,57.584,467.635,,534.115,35.686,80.721,16.613,18.210,36.842,40.423,41.817,3.380,,4.234,0.143,1.309,0.271,9.432,1.910,25.29,63.41,11.30,1360.274,48.781,35.567,1.493,103.935,12.308,,,,
415929076544401,T415929076544401,PA_Hammond,NESQA,HAMMOND CREEK NEAR WELLS PA,18.058,0.01,0.09,0.58,4.12,0.00,40.05,2.68,12.46,0.85,0.81,7.96,29.49,0.37,0.33,0.20,18059161.66,44.28,0.51,0.51,0.51,0.18,0.00,0.00,1.75,0.00,0.00,0.00,0.00,0.00,0.00,8.16,0.66,0.00,30.71,58.23,0.00,0.24,0.08,18054000,0.18,1.93,1.93,1.93,8.16,39.52,41.46,58.54,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,18070000,,,,,,,35.000,2.000,2.000,143.169,8.974,333.600,,,0.22,0.61,0.00,1.209,3.093,,5464.030,176.330,14644.023,,,,772.182,21.395,3504.717,,1432.624,238.032,60.342,13.523,14.140,30.395,31.864,29.574,2.904,,2.760,0.129,1.323,0.229,2.077,1.293,21.47,60.81,17.71,756.041,90.513,51.300,0.000,454.947,15.352,,,,
420103076540701,T420103076540701,NY_Mudlick,NESQA,MUDLICK CREEK AT SEELEY CREEK NY,17.572,0.00,0.01,0.13,2.55,0.00,42.52,5.91,21.76,0.20,4.87,6.97,14.25,0.66,0.16,0.00,17581291.78,55.68,0.22,0.22,0.22,0.00,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,7.48,0.27,0.00,14.58,77.31,0.00,0.00,0.00,17607600,0.00,0.37,0.37,0.37,7.48,22.33,22.69,77.31,Ag_low,Ag_low,Ag,,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,17600000,,,,,,,35.000,2.000,2.000,305.770,9.840,333.600,,,0.50,0.34,0.00,1.322,3.141,,2701.316,238.735,5964.932,,,,449.025,23.946,1365.728,,820.829,104.636,74.602,5.692,6.655,14.554,16.256,16.964,1.531,,2.818,0.135,1.317,0.254,2.298,1.286,20.38,60.44,19.18,753.392,86.734,47.144,0.000,443.385,16.607,,,,
420722075565001,T420722075565001,NY_LittleChoco,NESQA,LITTLE CHOCONUT CR AT ST JOHN'S CH AT JOHNSON CITY,12.857,0.69,2.37,5.69,8.73,0.00,35.32,4.29,19.32,1.11,0.99,4.52,16.45,0.04,0.26,0.22,12851189.94,48.56,3.94,4.49,4.64,4.12,1.37,0.00,0.45,0.22,0.53,9.31,0.00,15.82,44.22,4.57,0.08,0.00,17.13,1.96,0.00,0.20,0.00,12837600,5.50,31.83,16.01,76.05,4.57,21.79,97.84,2.16,Urban_med,Urban_med,Urban,,1935,29.57,0.00,0.70,0.00,0.00,0.00,0.00,0.00,69.73,12850000,,15.556,192.740,3.070,2.000,3.000,40.000,2.574,1.502,30.030,8.100,358.397,,,0.42,0.55,0.00,1.446,3.444,,1107.130,1477.542,5688.992,,,,184.033,148.199,1239.204,,987.927,122.224,49.028,65.904,75.419,176.079,183.631,174.573,4.776,,2.923,0.133,1.318,0.243,2.041,1.398,21.68,62.83,15.49,828.084,101.496,50.096,1.691,369.929,13.709,1,1,,0.570
